LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA km;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Arco;1/6/2013;"17";"12";"21";"11";"68";"7";"10";"20";"0";"1005";"0";"0";""
Arco;2/6/2013;"18";"13";"23";"13";"72";"8";"8";"22";"0";"1009";"0";"0";""
Arco;3/6/2013;"19";"16";"23";"13";"68";"10";"8";"22";"0";"1015";"0";"0";"pioggia temporale "
Arco;4/6/2013;"21";"15";"26";"12";"58";"10";"7";"19";"0";"1014";"0";"0";""
Arco;5/6/2013;"21";"17";"26";"14";"64";"9";"10";"24";"0";"1016";"0";"0";"pioggia temporale "
Arco;6/6/2013;"21";"17";"26";"14";"65";"10";"7";"26";"0";"1018";"0";"0";"pioggia "
Arco;7/6/2013;"22";"16";"28";"13";"60";"10";"6";"11";"0";"1018";"0";"0";""
Arco;8/6/2013;"23";"18";"29";"15";"60";"7";"8";"17";"0";"1015";"0";"0";""
Arco;9/6/2013;"20";"17";"26";"16";"78";"8";"10";"20";"37";"1012";"0";"0";"pioggia temporale "
Arco;10/6/2013;"20";"14";"25";"13";"68";"9";"9";"19";"0";"1010";"0";"0";"pioggia "
Arco;11/6/2013;"22";"17";"28";"15";"64";"8";"7";"20";"0";"1012";"0";"0";""
Arco;12/6/2013;"24";"18";"29";"14";"56";"8";"6";"11";"0";"1017";"0";"0";""
Arco;13/6/2013;"25";"18";"30";"14";"53";"12";"7";"15";"0";"1019";"0";"0";""
Arco;14/6/2013;"25";"19";"31";"14";"51";"15";"9";"15";"0";"1016";"0";"0";""
Arco;15/6/2013;"27";"20";"31";"16";"54";"10";"6";"11";"0";"1015";"0";"0";""
Arco;16/6/2013;"27";"22";"32";"19";"61";"9";"7";"11";"0";"1016";"0";"0";""
Arco;17/6/2013;"29";"23";"35";"20";"62";"7";"6";"9";"0";"1016";"0";"0";""
Arco;18/6/2013;"30";"24";"36";"20";"58";"9";"7";"15";"0";"1016";"0";"0";""
Arco;19/6/2013;"30";"25";"36";"22";"61";"9";"7";"11";"0";"1016";"0";"0";""
Arco;20/6/2013;"30";"23";"36";"20";"58";"8";"9";"17";"33";"1014";"0";"0";""
Arco;21/6/2013;"27";"22";"31";"16";"51";"9";"9";"15";"0";"1014";"0";"0";""
Arco;22/6/2013;"26";"20";"31";"16";"56";"11";"11";"22";"0";"1014";"0";"0";""
Arco;23/6/2013;"26";"21";"31";"17";"56";"12";"12";"22";"0";"1012";"0";"0";""
Arco;24/6/2013;"21";"16";"27";"14";"63";"10";"14";"32";"0";"0";"0";"0";"pioggia temporale "
Arco;25/6/2013;"23";"17";"29";"11";"50";"11";"14";"41";"0";"1015";"0";"0";""
Arco;26/6/2013;"21";"17";"25";"12";"56";"11";"10";"19";"0";"1020";"0";"0";""
Arco;27/6/2013;"20";"14";"24";"12";"63";"9";"15";"32";"50";"1021";"0";"0";"pioggia temporale "
Arco;28/6/2013;"17";"14";"22";"10";"63";"11";"8";"17";"0";"1019";"0";"0";"pioggia "
Arco;29/6/2013;"19";"13";"23";"11";"62";"7";"8";"17";"0";"1018";"0";"0";""
Arco;30/6/2013;"22";"13";"29";"12";"56";"9";"6";"17";"0";"1018";"0";"0";""
